id,name,wind_direction_morning,wind_speed_morning,wind_direction_midday,wind_speed_midday,wind_direction_pm,wind_speed_pm,wind_direction_nd,wind_speed_nd
2,nyc,195.25063291139242,2.848158975201186,200.0987182370137,3.1277074882140234,202.66016478896924,2.909521232989017,202.45569790059696,2.6770310036784224
3,jfk,191.08914144871972,5.066716867469868,201.1728925015983,6.072224351953256,197.04230558598027,5.864419496166498,194.11511500547644,4.705601861993424
4,lga,188.41090261608,4.760607886089817,197.970494199324,5.537927163198258,201.253081347576,5.448822562979185,194.1559829059829,4.492273822563022
