OBJECTID,ID,LinkID,Width,Center_X,Center_Y,Start_X,Start_Y,End_X,End_Y,NEAR_FID,NEAR_DIST,NEAR_ANGLE
1,53619,53619,3.6,563312.4167,4483978.488,563390.8572,4483834.784,563274.2637,4484134.409,2,39206.36471,52.49966126
2,53621,53621,3.6,563284.1895,4484252.371,563274.2637,4484134.409,563298.4515,4484369.954,2,39004.96834,52.31721578
3,53709,53709,7.2,563711.7193,4484496.067,563620.1783,4484459.384,563804.0272,4484530.777,2,38569.8196,52.76555686
4,53710,53710,7.2,563491.0326,4484621.193,563620.1783,4484459.384,563361.8869,4484783.003,2,38639.83059,52.01725675
5,53712,53712,7.2,563916.2884,4485174.188,563532.6833,4484894.13,564315.8884,4485415.695,2,37555.7796,52.57040295
6,53716,53716,7.2,564435.3751,4486330.226,564436.3675,4486308.477,564434.3827,4486351.976,2,36743.32903,51.82974932
7,53717,53717,7.2,564429.7238,4486509.07,564434.3827,4486351.976,564425.0649,4486666.165,2,36502.6348,51.51347495
8,53718,53718,7.2,564886.0717,4486345.007,564851.3242,4486342.041,564920.8192,4486347.974,2,36447.88987,52.43481846
9,53719,53719,7.2,564585.1656,4486347.062,564636.3389,4486350.946,564533.9923,4486343.178,2,36619.67685,52.07916591
10,53721,53721,14.4,564792.9053,4484210.202,564328.595,4484087.239,565235.021,4484396.266,2,37830.74959,54.6146618
11,53723,53723,14.4,566082.2694,4484572.202,565235.021,4484396.266,566893.8636,4484855.306,2,36512.08683,56.32003153
12,53724,53724,7.2,564512.4937,4484945.113,564169.071,4484695.311,564846.0888,4485208.138,2,37402.35492,53.40864902
13,53725,53725,7.2,564918.7902,4485278.381,564846.0888,4485208.138,564989.5556,4485350.59,2,37202.47077,53.4552753
14,53727,53727,7.2,564807.2444,4485761.949,564989.5556,4485350.59,564821.806,4486229.443,2,36602.20988,52.42508212
15,53728,53728,3.6,564814.8402,4486267.075,564804.5595,4486303.559,564821.806,4486229.443,2,36554.03287,52.33281586
16,53729,53729,7.2,565053.1895,4486361.226,564949.1639,4486351.772,565157.2151,4486370.68,2,36286.18425,52.7088359
17,53730,53730,3.6,564883.9987,4486412.752,564811.9913,4486579.484,564708.454,4486357.565,2,36331.44096,52.07618849
18,53731,53731,7.2,564942.4093,4486383.244,565176.3645,4486408.924,564708.454,4486357.565,2,36244.15774,52.69629058
19,53732,53732,3.6,565003.7513,4486332.692,564949.1639,4486351.772,565022.917,4486277.26,2,36408.66159,52.54097891
20,53733,53733,7.2,564931.2796,4486284.129,564842.9153,4486266.592,565022.917,4486277.26,2,36441.90737,52.6298411
21,53734,53734,7.2,565194.1535,4486374.944,565157.2151,4486370.68,565231.0919,4486379.207,2,36234.68093,52.79360297
22,53735,53735,3.6,565064.961,4486353.91,565022.917,4486277.26,565157.2151,4486370.68,2,36286.18425,52.7088359
23,53736,53736,7.2,565247.3127,4486413.263,565318.2609,4486417.601,565176.3645,4486408.924,2,36151.42071,52.86684076
24,53737,53737,7.2,565333.3605,4486386.096,565231.0919,4486379.207,565435.629,4486392.985,2,36100.35674,53.03893274
25,53738,53738,7.2,564704.1951,4486386.237,564811.9913,4486579.484,564434.3827,4486351.976,2,36331.44096,52.07618849
26,53739,53739,7.2,564619.5452,4486652.029,564425.0649,4486666.165,564814.0255,4486637.893,2,36284.13215,52.02203472
27,53742,53742,3.6,565004.2556,4486502.661,565176.3645,4486408.924,564842.6055,4486594.958,2,36244.15774,52.69629058
28,53743,53743,7.2,565333.9197,4486419.015,565349.5784,4486420.429,565318.2609,4486417.601,2,36130.26884,52.90372784
29,53747,53747,7.2,565564.1548,4486442.568,565774.5378,4486490.655,565349.5784,4486420.429,2,35819.16612,53.37817036
30,53748,53748,7.2,565607.9016,4486425.761,565435.629,4486392.985,565778.0397,4486468.15,2,35835.14254,53.40412819
31,53749,53749,7.2,565814.4848,4486504.272,565854.4317,4486517.89,565774.5378,4486490.655,2,35749.67999,53.45489964
32,53751,53751,7.2,565757.9213,4486429.674,565760.6864,4486524.502,565755.1561,4486334.847,2,35800.27717,53.32806431
33,53753,53753,7.2,565738.2274,4486833.802,565715.7683,4487143.102,565760.6864,4486524.502,2,35333.27107,52.67053879
34,53754,53754,7.2,566063.3889,4486596.225,566272.3461,4486674.56,565854.4317,4486517.89,2,35375.7948,53.84759505
35,53755,53755,7.2,565639.9074,4486873.771,565715.7683,4487143.102,565539.4472,4486609.367,2,35333.27107,52.67053879
36,53756,53756,7.2,565482.8924,4486475.174,565539.4472,4486609.367,565349.5784,4486420.429,2,35865.0661,52.9636104
37,53757,53757,7.2,565696.9782,4487363.015,565678.1881,4487582.928,565715.7683,4487143.102,2,35007.58265,52.1851103
38,53759,53759,3.6,565657.5544,4487755.435,565639.1567,4487928.161,565678.1881,4487582.928,2,34759.62645,51.78538165
39,53760,53760,7.2,565674.0542,4487802.151,565689.4939,4488020.965,565678.1881,4487582.928,2,34655.57615,51.75585491
40,53761,53761,3.6,565714.8317,4487760.676,565697.6787,4487600.973,565744.8532,4487918.435,2,34701.99829,51.93243151
41,53762,53762,7.2,565695.6336,4487811.373,565697.6787,4487600.973,565713.5452,4488021.066,2,34640.6141,51.78699501
42,53763,53763,10.8,565652.8116,4488052.419,565667.7599,4488065.511,565649.5148,4488031.16,2,34634.07295,51.68199934
43,53764,53764,7.2,565736.986,4488062.035,565753.2169,4488007.317,565667.7599,4488065.511,2,34586.68449,51.80347929
44,53765,53765,7.2,566018.6508,4486554.479,565778.0397,4486468.15,566259.2619,4486640.808,2,35410.76826,53.86271861
45,53767,53767,7.2,565889.3603,4486410.402,565435.629,4486392.985,565854.5,4486817.508,2,35509.37737,53.1671165
46,53768,53768,3.6,565779.327,4486947.221,565854.5,4486817.508,565740.0258,4487091.251,2,35359.82732,52.75274091
47,53769,53769,7.2,566284.3769,4486679.052,566296.4076,4486683.543,566272.3461,4486674.56,2,35354.34925,53.87049247
48,53770,53770,7.2,566272.3422,4486646.363,566259.2619,4486640.808,566285.4224,4486651.919,2,35386.37029,53.88631738
49,53771,53771,10.8,565749.0351,4487962.876,565744.8532,4487918.435,565753.2169,4488007.317,2,34626.89926,51.85264479
50,53772,53772,7.2,564590.2012,4487750.098,564651.6283,4487304.878,564635.8994,4488241.004,2,35148.1647,50.1847435
51,53774,53774,7.2,564893.2941,4488413.303,564635.8994,4488241.004,565149.2004,4488579.831,2,34559.68812,50.47871553
52,53776,53776,7.2,565526.5933,4488869.27,565149.2004,4488579.831,565931.6929,4489115.671,2,33649.42202,50.92588371
53,53780,53780,7.2,565922.3111,4488760.966,565713.5452,4488021.066,566353.9394,4489396.942,2,33165.25149,51.18590503
54,53781,53781,7.2,565995.2153,4488927.458,566016.9663,4488856.992,565973.4643,4488997.924,2,33714.67149,51.10712345
55,53782,53782,7.2,565952.5786,4489056.797,565973.4643,4488997.924,565931.6929,4489115.671,2,33649.42202,50.92588371
56,53785,53785,7.2,566876.1747,4484909.987,566893.8636,4484855.306,566858.4858,4484964.668,2,36440.81186,56.17838859
57,53786,53786,7.2,566360.5887,4486051.861,566301.6448,4485883.647,566437.2247,4486212.999,2,35653.51983,54.49912918
58,53787,53787,7.2,566503.5455,4486218.696,566437.2247,4486212.999,566569.8663,4486224.393,2,35567.36126,54.66242351
59,53789,53789,7.2,567033.9976,4486365.581,566569.8663,4486224.393,567527.1433,4486436.026,2,34847.26,55.74519162
60,53790,53790,7.2,566582.0789,4486137.303,566594.2914,4486050.213,566569.8663,4486224.393,2,35567.36126,54.66242351
61,53793,53793,7.2,566305.7272,4486659.481,566285.4224,4486651.919,566326.0319,4486667.044,2,35350.22484,53.92504137
62,53794,53794,7.2,566305.3592,4486686.62,566314.3107,4486689.697,566296.4076,4486683.543,2,35338.82484,53.88805444
63,53795,53795,7.2,566367.697,4486682.512,566326.0319,4486667.044,566409.3621,4486697.979,2,35276.1871,54.00484714
64,53796,53796,7.2,566344.2804,4486701.064,566374.25,4486712.432,566314.3107,4486689.697,2,35285.1495,53.9449261
65,53797,53797,7.2,566394.9322,4486720.386,566415.6144,4486728.341,566374.25,4486712.432,2,35247.95028,53.98406424
66,53798,53798,7.2,566205.6146,4487359.803,566332.8743,4486726.384,566249.7103,4488003.492,2,34325.47779,52.50834601
67,53799,53799,10.8,565966.7528,4486778.717,566332.8743,4486726.384,565800.9,4487113.434,2,35298.24619,53.87730025
68,53800,53800,7.2,566418.3131,4486701.112,566409.3621,4486697.979,566427.2641,4486704.244,2,35260.59881,54.02239954
69,53801,53801,7.2,566437.6004,4486436.633,566437.2247,4486212.999,566364.3283,4486646.958,2,35343.93445,53.99439228
70,53802,53802,7.2,566348.6013,4486686.671,566364.3283,4486646.958,566332.8743,4486726.384,2,35298.24619,53.87730025
71,53803,53803,10.8,566503.3198,4486700.537,566364.3283,4486646.958,566642.3113,4486754.117,2,35094.20429,54.25868641
72,53804,53804,3.6,566534.7877,4486729.181,566427.2641,4486704.244,566642.3113,4486754.117,2,35094.20429,54.25868641
73,53805,53805,7.2,566791.4108,4486841.381,566427.2641,4486704.244,567155.5575,4486978.517,2,34613.44394,54.73128891
74,53806,53806,3.6,566536.069,4486789.693,566656.5236,4486851.045,566415.6144,4486728.341,2,35007.25847,54.18490013
75,53807,53807,7.2,566824.9281,4486881.924,567234.2418,4487035.508,566415.6144,4486728.341,2,34521.49469,54.78329592
76,53808,53808,10.8,566494.699,4486788.715,566656.5236,4486851.045,566332.8743,4486726.384,2,35007.25847,54.18490013
77,53809,53809,10.8,566777.5906,4486805.615,566642.3113,4486754.117,566912.8698,4486857.112,2,34852.93105,54.52079528
78,53810,53810,3.6,567055.8936,4486984.284,567234.2418,4487035.508,566877.5454,4486933.06,2,34521.49469,54.78329592
79,53811,53811,10.8,566767.0345,4486892.053,566877.5454,4486933.06,566656.5236,4486851.045,2,34811.66329,54.4008988
80,53812,53812,10.8,567211.2069,4486968.7,566912.8698,4486857.112,567509.544,4487080.287,2,34326.72974,55.11560926
81,53813,53813,7.2,567437.3152,4487110.443,567640.3885,4487185.378,567234.2418,4487035.508,2,34165.72277,55.19481217
82,53814,53814,3.6,567034.2137,4486917.815,566912.8698,4486857.112,567155.5575,4486978.517,2,34613.44394,54.73128891
83,53815,53815,7.2,567630.892,4487157.221,567155.5575,4486978.517,568106.2264,4487335.926,2,33777.51558,55.697877
84,53816,53816,7.2,567500.727,4487123.335,567509.544,4487080.287,567491.91,4487166.383,2,34266.24878,55.0090884
85,53818,53818,10.8,567184.7277,4487049.722,567491.91,4487166.383,566877.5454,4486933.06,2,34266.24878,55.0090884
86,53819,53819,7.2,567740.4496,4486262.728,567848.5583,4486050.733,567632.3409,4486474.722,2,34756.12443,55.85262414
87,53820,53820,14.4,568453.9711,4485997.075,568012.9043,4485687.778,568941.7873,4486235.032,2,34241.14592,57.89153238
88,53821,53821,7.2,567953.2242,4485878.254,568012.9043,4485687.778,567848.5583,4486050.733,2,34988.13237,56.53540463
89,53822,53822,7.2,567541.7926,4486851.024,567619.3821,4486633.573,567509.544,4487080.287,2,34326.72974,55.11560926
90,53823,53823,7.2,567580.0424,4486454.557,567527.1433,4486436.026,567632.3409,4486474.722,2,34756.12443,55.85262414
91,53824,53824,7.2,567650.4123,4486502.44,567632.3409,4486474.722,567660.1801,4486534.143,2,34691.32247,55.83558827
92,53825,53825,7.2,567639.7811,4486583.858,567660.1801,4486534.143,567619.3821,4486633.573,2,34632.07837,55.6873625
93,53827,53827,7.2,567867.1981,4487271.142,568094.0077,4487356.906,567640.3885,4487185.378,2,33767.07694,55.66068768
94,53828,53828,10.8,567594.1652,4487203.256,567693.8738,4487246.475,567491.91,4487166.383,2,34085.02861,55.21001352
95,53829,53829,10.8,567744.4478,4487098.059,567509.544,4487080.287,567970.5749,4487164.398,2,33995.66153,55.67193377
96,53830,53830,10.8,568051.6124,4487235.183,567970.5749,4487164.398,568134.6431,4487303.436,2,33788.36559,55.76873103
97,53831,53831,7.2,568036.784,4486849.562,567660.1801,4486534.143,568454.4568,4487110.871,2,33769.72477,56.40115479
98,53832,53832,7.2,568580.7425,4486885.9,568707.0282,4486660.929,568454.4568,4487110.871,2,33769.72477,56.40115479
99,53833,53833,7.2,568859.2492,4487332.379,568454.4568,4487110.871,569282.6634,4487522.926,2,32971.43653,57.20370268
100,53834,53834,7.2,566657.8132,4488146.056,566244.3127,4488115.454,567071.4898,4488180.456,2,33689.29212,53.43412794
101,53835,53835,7.2,566130.6395,4488486.223,566244.3127,4488115.454,566016.9663,4488856.992,2,33797.27009,51.31453302
102,53836,53836,3.6,566227.2429,4489227.199,566124.565,4489042.112,566353.9394,4489396.942,2,33165.25149,51.18590503
103,53837,53837,7.2,566541.0215,4489560.229,566353.9394,4489396.942,566752.1633,4489690.9,2,32686.84222,51.40683388
104,53838,53838,7.2,567113.0769,4488184.66,567071.4898,4488180.456,567154.664,4488188.864,2,33633.04531,53.53939817
105,53839,53839,7.2,566853.7996,4488877.594,567071.4898,4488180.456,566639.7298,4489575.886,2,32846.87494,51.37869201
106,53840,53840,3.6,566180.9053,4489256.858,566296.8997,4489364.796,566069.3767,4489144.752,2,33226.0597,51.14400865
107,53841,53841,7.2,566464.5487,4489525.647,566651.9073,4489662.917,566296.8997,4489364.796,2,32771.30867,51.30035213
108,53842,53842,3.6,567076.6341,4489767.84,566752.1633,4489690.9,567393.0135,4489844.751,2,32169.38779,52.12803299
109,53843,53843,7.2,567321.1882,4489909.249,566752.1633,4489690.9,567794.4304,4490283.443,2,31576.69708,52.21432932
110,53844,53844,7.2,567229.595,4489899.692,567735.53,4490252.491,566651.9073,4489662.917,2,31637.25979,52.1643728
111,53845,53845,3.6,567094.8156,4489910.739,567139.1786,4489947.368,567045.5376,4489881.029,2,32245.28795,51.66005286
112,53846,53846,7.2,567083.6621,4489939.734,567028.6821,4489928.835,567139.1786,4489947.368,2,32245.28795,51.66005286
113,53847,53847,14.4,567279.1086,4489927.18,567139.1786,4489947.368,567393.0135,4489844.751,2,32161.72293,52.00626852
114,53848,53848,14.4,567403.9947,4489831.791,567415.7638,4489819.535,567393.0135,4489844.751,2,32169.38779,52.12803299
115,53849,53849,3.6,567606.2077,4490052.526,567393.0135,4489844.751,567794.4304,4490283.443,2,31576.69708,52.21432932
116,53850,53850,7.2,567458.3492,4489746.726,567461.1075,4489711.597,567464.8817,4489781.125,2,32175.6361,52.2986114
117,53851,53851,7.2,567738.0933,4489855.543,567464.8817,4489781.125,567924.174,4490102.897,2,31640.60705,52.60032842
118,53853,53853,3.6,567570.9927,4490135.568,567735.53,4490252.491,567368.7773,4490109.517,2,31637.25979,52.1643728
119,53855,53855,7.2,568402.1683,4487487.238,568106.2264,4487335.926,568659.8021,4487697.343,2,33167.95495,56.13599045
120,53858,53858,7.2,568407.2241,4487527.355,568674.6965,4487763.088,568094.0077,4487356.906,2,33105.07224,56.09399118
121,53859,53859,7.2,568121.3875,4487952.501,568279.6443,4487544.768,567971.8532,4488363.444,2,33011.64563,54.50009208
122,53860,53860,7.2,567566.1466,4488265.53,567154.664,4488188.864,567971.8532,4488363.444,2,33011.64563,54.50009208
123,53861,53861,7.2,567893.9369,4488558.694,567971.8532,4488363.444,567811.9852,4488752.418,2,32789.74444,53.87796634
124,53863,53863,7.2,568292.1352,4487512.578,568304.6261,4487480.388,568279.6443,4487544.768,2,33507.27452,55.74158691
125,53864,53864,10.8,567968.8626,4487428.065,568279.6443,4487544.768,567693.8738,4487246.475,2,33507.27452,55.74158691
126,53865,53865,7.2,568323.8184,4487428.61,568343.0106,4487376.832,568304.6261,4487480.388,2,33546.47054,55.83875057
127,53866,53866,7.2,568398.1909,4487243.622,568454.4568,4487110.871,568343.0106,4487376.832,2,33610.72508,55.99202012
128,53867,53867,10.8,568238.8269,4487340.134,568134.6431,4487303.436,568343.0106,4487376.832,2,33610.72508,55.99202012
129,53868,53868,10.8,568441.2213,4487414.68,568343.0106,4487376.832,568518.2685,4487485.898,2,33422.39715,56.13650162
130,53869,53869,3.6,568580.9805,4487597.214,568518.2685,4487485.898,568659.8021,4487697.343,2,33167.95495,56.13599045
131,53870,53870,10.8,568590.3659,4487571.262,568518.2685,4487485.898,568662.4633,4487656.626,2,33200.29111,56.17895868
132,53871,53871,7.2,568918.4714,4488048.875,568659.8021,4487697.343,569154.7892,4488416.718,2,32294.79621,56.15402659
133,53872,53872,10.8,569014.3989,4488148.655,568662.4633,4487656.626,569344.1206,4488656.929,2,31989.85039,56.1960425
134,53873,53873,10.8,568347.2574,4487574.416,568414.8705,4487604.065,568279.6443,4487544.768,2,33382.2347,55.87612444
135,53874,53874,3.6,568553.7972,4487668.662,568674.6965,4487763.088,568414.8705,4487604.065,2,33105.07224,56.09399118
136,53875,53875,7.2,568929.8556,4488108.061,569160.0424,4488471.274,568674.6965,4487763.088,2,32246.57047,56.10778998
137,53877,53877,7.2,569314.6583,4489911.244,568789.1039,4489133.806,569300.0099,4490816.151,2,30245.53888,53.8502827
138,53878,53878,7.2,568546.3647,4490568.253,567924.174,4490102.897,569300.0099,4490816.151,2,30245.53888,53.8502827
139,53905,53905,7.2,568252.2292,4493484.769,568282.3305,4493890.8,568323.0251,4493079.67,2,28485.33365,48.54164993
140,53907,53907,7.2,568603.4308,4494776.609,568770.7744,4494992.1,568470.76,4494538.623,2,27339.00276,47.78068967
141,53908,53908,3.6,568669.5396,4494690.802,568482.9148,4494505.098,568848.8782,4494881.586,2,27368.68204,48.05724726
142,53910,53910,14.4,568707.0052,4494906.477,568565.1321,4494931.367,568848.8782,4494881.586,2,27368.68204,48.05724726
143,53911,53911,3.6,568541.5049,4494729.272,568565.1321,4494931.367,568470.76,4494538.623,2,27522.39152,47.54860405
144,55070,55070,7.2,568824.4078,4486447.981,568941.7873,4486235.032,568707.0282,4486660.929,2,34007.83137,57.17510153
145,55071,55071,14.4,569911.3445,4486547.348,568941.7873,4486235.032,570893.4473,4486773.95,2,32775.81222,60.28135734
146,55072,55072,7.2,570807.4169,4487248.822,570925.433,4487045.013,570689.4007,4487452.632,2,32291.63728,59.36992228
147,55073,55073,14.4,570962.9567,4486813.243,570893.4473,4486773.95,571032.4661,4486852.536,2,32638.74796,60.42491055
148,55074,55074,7.2,570978.9496,4486948.774,571032.4661,4486852.536,570925.433,4487045.013,2,32524.72038,60.09357261
149,55075,55075,7.2,569331.8384,4487544.863,569282.6634,4487522.926,569381.0133,4487566.801,2,32881.33629,57.30635005
150,55076,55076,7.2,569424.6033,4487619.992,569381.0133,4487566.801,569468.1933,4487673.184,2,32744.72124,57.33418124
151,55077,55077,7.2,569671.7746,4488069.053,569468.1933,4487673.184,569732.0015,4488518.447,2,31891.62273,56.91352932
152,55078,55078,3.6,569211.751,4488572.7,569254.0707,4488678.406,569160.0424,4488471.274,2,32022.2211,56.04077916
153,55079,55079,7.2,569384.2918,4488812.206,569552.3686,4489183.066,569160.0424,4488471.274,2,31437.0269,55.97792683
154,55080,55080,10.8,568881.4942,4488097.792,569254.0707,4488678.406,568414.8705,4487604.065,2,32022.2211,56.04077916
155,55081,55081,3.6,569247.6682,4488538.24,569154.7892,4488416.718,569344.1206,4488656.929,2,31989.85039,56.1960425
156,55082,55082,7.2,569387.0795,4488772.33,569154.7892,4488416.718,569568.208,4489155.35,2,31451.14957,56.03009363
157,55083,55083,10.8,569353.4828,4488670.115,569344.1206,4488656.929,569362.8449,4488683.301,2,31957.51871,56.19763151
158,55084,55084,10.8,569381.331,4488712.503,569362.8449,4488683.301,569399.8171,4488741.705,2,31888.41929,56.19445319
159,55085,55085,7.2,569058.5146,4488960.29,568789.1039,4489133.806,569327.9252,4488786.773,2,31891.08195,56.04207839
160,55086,55086,10.8,569290.998,4488732.59,569327.9252,4488786.773,569254.0707,4488678.406,2,31891.08195,56.04207839
161,55087,55087,7.2,569363.8712,4488764.239,569327.9252,4488786.773,569399.8171,4488741.705,2,31888.41929,56.19445319
162,55088,55088,10.8,569443.5701,4488808.441,569399.8171,4488741.705,569487.3231,4488875.178,2,31728.82561,56.19165382
163,55089,55089,10.8,569633.439,4489237.776,569487.3231,4488875.178,569779.5548,4489600.374,2,30964.07283,55.89430436
164,55090,55090,3.6,569482.5902,4489053.718,569552.3686,4489183.066,569408.4266,4488926.842,2,31437.0269,55.97792683
165,55091,55091,10.8,569368.1759,4488856.808,569408.4266,4488926.842,569327.9252,4488786.773,2,31729.93769,56.02136974
166,55092,55092,7.2,569704.2625,4489570.648,569861.4912,4489956.047,569552.3686,4489183.066,2,30623.91269,55.64810533
167,55093,55093,3.6,569527.7656,4489015.264,569487.3231,4488875.178,569568.208,4489155.35,2,31451.14957,56.03009363
168,55094,55094,7.2,569684.0954,4489445.882,569568.208,4489155.35,569797.1541,4489737.527,2,30840.70346,55.77850254
169,55096,55096,7.2,569565.9093,4488630.076,569399.8171,4488741.705,569732.0015,4488518.447,2,31888.41929,56.19445319
170,55097,55097,7.2,569459.5237,4490739.61,569300.0099,4490816.151,569617.5759,4490661.471,2,30184.75479,54.48966982
171,55098,55098,7.2,569766.8286,4489693.616,569779.5548,4489600.374,569754.1024,4489786.858,2,30824.19032,55.66076369
172,55099,55099,10.8,569874.4039,4489821.354,569779.5548,4489600.374,570017.2434,4490014.568,2,30487.86158,55.82770143
173,55100,55100,7.2,569681.4483,4490223.5,569754.1024,4489786.858,569617.5759,4490661.471,2,30185.11071,54.51023182
174,55101,55101,10.8,569581.2645,4489356.85,569754.1024,4489786.858,569408.4266,4488926.842,2,30824.19032,55.66076369
175,55102,55102,3.6,569879.054,4489899.331,569797.1541,4489737.527,570017.2434,4490014.568,2,30487.86158,55.82770143
176,55103,55103,3.6,569856.7278,4489884.147,569797.1541,4489737.527,569922.9647,4490028.004,2,30529.81967,55.66715078
177,55104,55104,10.8,570070.3628,4490087.78,570017.2434,4490014.568,570123.4822,4490160.992,2,30307.04498,55.83838801
178,55105,55105,7.2,569655.3729,4490628.995,569617.5759,4490661.471,569697.4577,4490602.271,2,30185.11071,54.51023182
179,55107,55107,3.6,569912.5162,4490081.248,569963.5412,4490206.449,569861.4912,4489956.047,2,30359.65367,55.54045003
180,55108,55108,10.8,569848.1303,4490001.923,569963.5412,4490206.449,569754.1024,4489786.858,2,30359.65367,55.54045003
181,55109,55109,10.8,570190.8964,4490240.281,570123.4822,4490160.992,570288.6533,4490270.562,2,30123.72595,55.98131563
182,55110,55110,7.2,569909.246,4490526.556,569697.4577,4490602.271,570105.0974,4490414.483,2,30108.02793,55.53855802
183,55111,55111,7.2,570030.7286,4490312.897,570105.0974,4490414.483,569963.5412,4490206.449,2,30108.02793,55.53855802
184,55112,55112,7.2,570110.5855,4490411.593,570105.0974,4490414.483,570116.0736,4490408.703,2,30106.58562,55.56200582
185,55113,55113,7.2,569889.5073,4487753.098,569381.0133,4487566.801,570376.12,4488034.374,2,31955.68974,58.35511007
186,55114,55114,7.2,570371.9221,4488118.834,570376.12,4488034.374,570312.0468,4488174.089,2,31868.37008,58.20022256
187,55115,55115,7.2,570018.5568,4488340.604,569732.0015,4488518.447,570312.0468,4488174.089,2,31870.62014,58.12526775
188,55117,55117,7.2,570527.6104,4487741.965,570689.4007,4487452.632,570376.12,4488034.374,2,31955.68974,58.35511007
189,55118,55118,7.2,570589.6557,4488194.697,570376.12,4488034.374,570772.1986,4488394.58,2,31441.58609,58.62518396
190,55119,55119,7.2,570975.1845,4488123.758,571172.9796,4487849.1,570772.1986,4488394.58,2,31441.58609,58.62518396
191,55120,55120,10.8,570707.0892,4488474.586,570772.1986,4488394.58,570661.3324,4488565.488,2,31353.92692,58.28960816
192,55121,55121,7.2,570804.9173,4488425.197,570772.1986,4488394.58,570841.1873,4488451.518,2,31357.06943,58.67864308
193,55122,55122,10.8,570525.4239,4488963.937,570661.3324,4488565.488,570448.301,4489386.52,2,30773.53791,57.14861703
194,55123,55123,7.2,571105.1313,4488640.423,570841.1873,4488451.518,571369.0753,4488829.328,2,30760.9567,59.15278877
195,55124,55124,14.4,571400.3288,4487061.793,571032.4661,4486852.536,571650.1169,4487402.51,2,31856.68879,60.90284372
196,55125,55125,7.2,571381.9756,4487595.161,571172.9796,4487849.1,571650.1169,4487402.51,2,31704.8289,59.75685562
197,55127,55127,14.4,570368.4772,4489828.541,570448.301,4489386.52,570288.6533,4490270.562,2,30123.72595,55.98131563
198,55128,55128,14.4,570279.7474,4490316.667,570288.6533,4490270.562,570282.9512,4490363.537,2,30049.90691,55.87312583
199,55129,55129,7.2,570486.6009,4490313.305,570282.9512,4490363.537,570689.5637,4490260.363,2,29909.79472,56.62881376
200,55130,55130,14.4,570284.3664,4490491.881,570282.9512,4490363.537,570285.7816,4490620.225,2,29836.16959,55.60107694
201,55131,55131,7.2,570196.9148,4490377.839,570116.0736,4490408.703,570282.9512,4490363.537,2,30049.90691,55.87312583
202,55132,55132,3.6,570190.8836,4490521.431,570285.7816,4490620.225,570105.0974,4490414.483,2,29836.16959,55.60107694
203,55133,55133,21.6,570290.0178,4491207.515,570285.7816,4490620.225,570259.9955,4491793.388,2,28890.83209,54.24434108
204,55135,55135,7.2,571544.4455,4490428.817,571629.1238,4490189.175,571459.7672,4490668.459,2,29148.33259,57.45193977
205,55136,55136,7.2,571767.2913,4491087.75,571459.7672,4490668.459,572128.4597,4491471.196,2,28112.22136,57.72054372
206,55137,55137,7.2,571617.6166,4489022.634,571369.0753,4488829.328,571899.1038,4489137.703,2,30225.89095,59.71565386
207,55138,55138,7.2,571957.1245,4488905.525,572056.3086,4488686.508,571899.1038,4489137.703,2,30225.89095,59.71565386
208,55139,55139,7.2,571924.9363,4489190.597,571899.1038,4489137.703,571957.4819,4489239.621,2,30108.44212,59.71377987
209,55141,55141,7.2,572160.2025,4488477.513,572326.3286,4488315.117,572056.3086,4488686.508,2,30538.39653,60.3972617
210,55143,55143,7.2,572352.4038,4488285.508,572378.479,4488255.898,572326.3286,4488315.117,2,30730.77102,61.17706231
211,55144,55144,7.2,572474.8356,4488157.921,572571.1921,4488059.944,572378.479,4488255.898,2,30757.6017,61.31535735
212,55145,55145,7.2,571873.398,4489485.759,571957.4819,4489239.621,571789.3141,4489731.898,2,29770.76327,58.95647802
213,55147,55147,7.2,571709.219,4489960.536,571789.3141,4489731.898,571629.1238,4490189.175,2,29463.94946,58.23100381
214,55148,55148,7.2,573082.6143,4489992.071,573134.6804,4489932.245,573030.5481,4490051.897,2,28870.48813,60.7397903
215,55149,55149,7.2,573227.0008,4490300.966,573030.5481,4490051.897,573385.8793,4490588.583,2,28228.64095,60.83655525
216,55150,55150,7.2,573055.1908,4490980.641,572686.3836,4491205.185,573444.2977,4490803.526,2,28012.52994,60.72665937
217,55151,55151,7.2,573473.8836,4490790.995,573444.2977,4490803.526,573503.4695,4490778.464,2,28005.52995,60.85732886
218,55152,55152,7.2,573440.2192,4490686.218,573385.8793,4490588.583,573503.4695,4490778.464,2,28005.52995,60.85732886
219,55153,55153,7.2,573566.2591,4490826.725,573503.4695,4490778.464,573639.6398,4490860.848,2,27867.37391,61.01936972
220,55154,55154,7.2,573809.8581,4491024.106,573639.6398,4490860.848,573977.0789,4491187.349,2,27418.60396,61.30563789
221,55155,55155,7.2,573901.3182,4490791.191,573639.6398,4490860.848,574114.9297,4490622.324,2,27802.48461,61.54624238
222,55156,55156,21.6,573394.7858,4489428.171,573275.7939,4489306.403,573510.3749,4489553.607,2,29078.21279,62.04462024
223,55157,55157,7.2,573322.5277,4489742.926,573510.3749,4489553.607,573134.6804,4489932.245,2,28924.36129,61.03559464
224,55160,55160,7.2,574304.8513,4490476.29,574114.9297,4490622.324,574494.7729,4490330.256,2,27850.81478,62.11253706
225,55161,55161,21.6,570271.3795,4492099.474,570259.9955,4491793.388,570290.7968,4492405.027,2,28378.42588,53.57320696
